company_name,location,city,country,services,company_url,membership_years,membership_types,description,contact_available,scraped_at,source_page,source_url,email,all_emails,phone,all_phones,website,all_websites,address,all_addresses
CU TRANSPORT INC.,Los Angeles - United States,Los Angeles,United States,"['Special Container', 'Hazardous Cargo', 'Warehousing', 'FBA', 'Customs Clearance']",https://www.jctrans.com/en/store/home/5edf56474b462dc8eeb977490c5175b3,12-Year,"['VIP Level 1', 'VIP Level 7', 'VIP Level 2']",One Stop Solution Your Transport Requirements,True,2025-08-06T07:21:57.947402,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.cutrans.com,['https://www.cutrans.com'],"106904
12-Year
Subscribe

One Stop Solution Your Transport Requirements

JC Elite
13-Aug-2026 
JC Projects
13-Aug-2026 
JC Dangerous Goods
13-Aug-2026 
Orders:1 US $7,000
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
2
Company Profile
Established in 1997, CU Transport, Inc","['106904\n12-Year\nSubscribe\n\nOne Stop Solution Your Transport Requirements\n\nJC Elite\n13-Aug-2026 \nJC Projects\n13-Aug-2026 \nJC Dangerous Goods\n13-Aug-2026 \nOrders:1 US $7,000\nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n2\nCompany Profile\nEstablished in 1997, CU Transport, Inc', '80,000 sq. ft. Warehouse. We accommodate the logistical requirements of every importer and exporter by offering a full range of door-to-door one stop logistics solutions!2005 America’s 500 Fast Growing Private Companies by INC', '100 Logistics Companies by INC.2009 100 Fast Growing Private Companies by Los Angeles Business Journal\n\nBasic Information\n\nLocation\n\nLos Angeles, United States\n\nAddress\n\n19885 HARRISON AVE Los Angeles, United States\n\nEstablishment Time\n\n1997\n\nEnterprise Size\n\n11-50\n\nWebsite\n\nwww.cutrans.com\n\nCertificates\nCU TRANSPORT INC.United States , , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
LESAM INTERNATIONAL GROUP S.r.l.,Rome - Italy,Rome,Italy,"['FCL', 'LCL', 'Air Freight', 'Customs Clearance', 'Hazardous Cargo']",https://www.jctrans.com/en/store/home/378d0c1ec4e23b7b702211c94592a3b8,12-Year,['VIP Level 1'],Handling Goods With Care,True,2025-08-06T07:21:58.062893,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.lesaminternational.it,['https://www.lesaminternational.it'],"101754
12-Year
Subscribe

Handling Goods With Care

JC Elite
8-Mar-2029 
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
10
····
Company Profile
Lesam was established since 1995","['101754\n12-Year\nSubscribe\n\nHandling Goods With Care\n\nJC Elite\n8-Mar-2029 \nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n10\n····\nCompany Profile\nLesam was established since 1995', '9001 and GDP for pharmaceutical goods certified, IATA agent with 6 offices in the main italian cities. Our main purpose has always been to offer personalized services to our partners, fast reply and updates of the shipments.We can provide to our regular partner personalized track and trace system with your logo company where you can check the status and docs of your air, sea shipments.We have onbond warehouse in Milan, Genova, Rome and Naples. We are italian partner of SF Express for air shipments from Italy to China.\n\nBasic Information\n\nLocation\n\nRome, Italy\n\nAddress\n\nVIALE CHARLES LENORMANT 220\n\nEstablishment Time\n\n1995\n\nEnterprise Size\n\n11-50\n\nWebsite\n\nwww.lesaminternational.it\n\nCertificates\n\nCompany Picture\n\nLESAM INTERNATIONAL GROUP S.r.l.Italy , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
PT. SHOKA CHANDRA ARMADA,Jakarta - Indonesia,Jakarta,Indonesia,"['FCL', 'Air Freight', 'LCL', 'Customs Clearance', 'Truck']",https://www.jctrans.com/en/store/home/9565ffbc6528e5c15b1c9ec9170dccba,12-Year,"['VIP Level 1', 'VIP Level 7', 'VIP Level 2']",,True,2025-08-06T07:21:58.152904,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.scadalogistics.com,['https://www.scadalogistics.com'],"150287
12-Year
Subscribe

JC Elite
24-Mar-2027 
JC Projects
22-Jan-2029 
JC Dangerous Goods
29-Aug-2026 
Chat Online
1-on-1 Inquiry
Company Profile
Contact Us
Service Scope
Total Likes
4
Company Profile
Scada Logistics are transportation specialists providing quality services in
International Freight Forwarding for Bulk, Containerized, Project shipments,
and, Domestic Air, Sea and Land Transportation, together with comprehensive
Logistics services in Indonesia that include Warehousing and Distribution Our
commitment is to provide consistent, innovative and value-added services to
our customers. We strongly believe in meeting the needs of our customers
and will always go beyond the norm in our service and business practices to
ensure excellence in delivery and results.
Our organization is made up of highly trained and professional members
equipped with the right competencies and proper facilities to ensure seamless
service. They are managed by a management team comprised of practitioners
with many years of hands-on commercial and operational experience not just
in Indonesia but in the South-east and East Asia.
SCADA was established by some experience passionate people in the logistic
field to dedicate itself in order to provide customer’s need and extend trade
activity link both worldwide and domestic","['150287\n12-Year\nSubscribe\n\nJC Elite\n24-Mar-2027 \nJC Projects\n22-Jan-2029 \nJC Dangerous Goods\n29-Aug-2026 \nChat Online\n1-on-1 Inquiry\nCompany Profile\nContact Us\nService Scope\nTotal Likes\n4\nCompany Profile\nScada Logistics are transportation specialists providing quality services in\nInternational Freight Forwarding for Bulk, Containerized, Project shipments,\nand, Domestic Air, Sea and Land Transportation, together with comprehensive\nLogistics services in Indonesia that include Warehousing and Distribution Our\ncommitment is to provide consistent, innovative and value-added services to\nour customers. We strongly believe in meeting the needs of our customers\nand will always go beyond the norm in our service and business practices to\nensure excellence in delivery and results.\nOur organization is made up of highly trained and professional members\nequipped with the right competencies and proper facilities to ensure seamless\nservice. They are managed by a management team comprised of practitioners\nwith many years of hands-on commercial and operational experience not just\nin Indonesia but in the South-east and East Asia.\nSCADA was established by some experience passionate people in the logistic\nfield to dedicate itself in order to provide customer’s need and extend trade\nactivity link both worldwide and domestic', '2016\n\nEnterprise Size\n\n101-500\n\nWebsite\n\nwww.scadalogistics.com\n\nCertificates\nPT. SHOKA CHANDRA ARMADAIndonesia , , , , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
Sebi S.R.L.,Milan - Italy,Milan,Italy,"['Air Freight', 'Customs Clearance', 'Warehousing', 'Express', 'Truck']",https://www.jctrans.com/en/store/home/3b969aa6169fc33b0bdff966a5e45727,12-Year,"['VIP Level 1', 'VIP Level 7']",,True,2025-08-06T07:21:58.257040,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.sebigroup.com,['https://www.sebigroup.com'],"199991
12-Year
Subscribe

JC Elite
12-Jun-2028 
JC Projects
26-Mar-2027 
Orders:3 US $3,000+
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
8
Company Profile
Sebi was born in 1974 as customs broker based at the the two Milan airports, Malpensa and Linate","['199991\n12-Year\nSubscribe\n\nJC Elite\n12-Jun-2028 \nJC Projects\n26-Mar-2027 \nOrders:3 US $3,000+\nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n8\nCompany Profile\nSebi was born in 1974 as customs broker based at the the two Milan airports, Malpensa and Linate', '1999 Sebi moved its headquarters to the heart of the Ticino River Park, at 3 km from Malpensa airport. In the new location, we considerably expanded the working areas, setting up warehouses for customs clearance and other logistics activities but in particular for customs procedures of import/export of full containers', '2\n\nEstablishment Time\n\n1985\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww.sebigroup.com\n\nCertificates\nSebi S.R.L.Italy , , , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
"Shenzhen Haiyuan International Logisitics Co., Ltd.",Shenzhen - China,Shenzhen,China,"['FCL', 'LCL', 'Air Freight', 'Special Container']",https://www.jctrans.com/en/store/home/55d7e1bc2a9d265b525b58b49012f742,12-Year,['VIP Level 1'],Provide one-stop international logistics services,True,2025-08-06T07:21:58.359041,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.szhyocean.com,['https://www.szhyocean.com'],"888899
12-Year
Subscribe

Provide one-stop international logistics services

JC Elite
15-May-2028 
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
23
····
Company Profile
Company Profile
Shenzhen Haiyuan International Forwarding Co","['888899\n12-Year\nSubscribe\n\nProvide one-stop international logistics services\n\nJC Elite\n15-May-2028 \nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n23\n····\nCompany Profile\nCompany Profile\nShenzhen Haiyuan International Forwarding Co', '2008,Shenzhen Hai Yuan International Logistics Co.,Ltd headquarters was\nset up.\nIn 2008,Shenzhen Hai Yuan International Logistics Co', '2010,Shenzhen Hai Yuan International Logistics Co', '2012,Shenzhen Hai Yuan International Logistics Co', '2015,Shenzhen Hai Yuan International Logistics Co', '2016,Shenzhen Hai Yuan International Logistics Co', '2017,Shenzhen Hai Yuan International Logistics Co', '1001E MIDDLE STAIRS,JINYUAN BUILDING, NO.148,ZHONGSHAN ROAD,JINPING DISTRICT,SHANTOU, GUANGDONG,CHINA\n\nEstablishment Time\n\n2012\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww.szhyocean.com\n\nCertificates\n\nCompany Picture\n\nShenzhen Haiyuan International Logisitics Co., Ltd.China , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
"TIMES CARGO LOGISTIC CO., LTD",Ho Chi Minh City - Vietnam,Ho Chi Minh City,Vietnam,"['Truck', 'FCL', 'Customs Clearance', 'Break Bulk', 'Special Container']",https://www.jctrans.com/en/store/home/f4826de08552d3be333f641a677961cf,12-Year,"['VIP Level 1', 'VIP Level 7']",,True,2025-08-06T07:21:58.476553,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.tcllogistic.com,['https://www.tcllogistic.com'],"899999
12-Year
Subscribe

JC Elite
3-Apr-2026 
JC Projects
13-Nov-2025 
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
2
Company Profile
Times Cargo Logistic Co","['899999\n12-Year\nSubscribe\n\nJC Elite\n3-Apr-2026 \nJC Projects\n13-Nov-2025 \nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n2\nCompany Profile\nTimes Cargo Logistic Co', '2010 in Ho Chi Minh City, Vietnam. With the continuous development, we expand business and are running 07 offices including over 170 staffs until now.\nWe are proud of having strong relationship with most of carrier that can give you the competitive rate to any destination in the world', '02 offices specialized in custom clearance, which will create  conditions to care your shipments. Meanwhile, some another forwarder have to use outsourcing service that may cause inconvenience in processing documents and increase the cost.\n-\tBecause of the different characteristics among factories, we provide  and tailored solution by allocating 01 team working at factory to assist for each specific problem\n-\tWe are in top 5 of handling transit cargo from Vietnam to Cambodia\n-\tHaving 01 office at Cambodia border to assist for any urgent case of “transit to Cambodia shipments”\n-\tWe are one of 21 local forwarders having USA FMC bond, which admit our legitimacy at America and we can sign direct contract with carriers\n-\tOur bill is under liability insurance at Bao Minh Cooperation\n-\tHave branch office at the North of Vietnam that can facilitate  for the North shipments\n-\tHave experience in handling Project, Breakbulk and Dangerous cargo\n\n\nBasic Information\n\nLocation\n\nHo Chi Minh City, Vietnam\n\nAddress\n\nYuson Tower, 273B Ton Dan Str', '15, Dist. 4 , Ho Chi Minh City, Viet Nam\n\nEstablishment Time\n\n2010\n\nEnterprise Size\n\n101-500\n\nWebsite\n\nwww.tcllogistic.com\n\nCertificates\nTIMES CARGO LOGISTIC CO., LTDVietnam , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
TRANSMATIC EXPRESS LIMITED,Taipei - Taiwan-China,Taipei,Taiwan-China,"['LCL', 'Customs Clearance', 'Air Freight', 'FCL', 'Hazardous Cargo']",https://www.jctrans.com/en/store/home/d576fa1a93fd768dbdf60ef3a918c527,12-Year,['VIP Level 1'],,True,2025-08-06T07:21:58.571342,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.transmatic.com.tw,['https://www.transmatic.com.tw'],"988888
12-Year
Subscribe

JC Elite
4-Jan-2029 
Orders:2 US $300+
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
4
Company Profile
We established in 1992 with 48 staffs and have Taipei HQ, Keelung, Taoyuan and Tainan branch","['988888\n12-Year\nSubscribe\n\nJC Elite\n4-Jan-2029 \nOrders:2 US $300+\nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n4\nCompany Profile\nWe established in 1992 with 48 staffs and have Taipei HQ, Keelung, Taoyuan and Tainan branch', '2F, NO. 32, SEC1, CHENG GUNG ROAD, TAIPEI 115 , TAIWAN\n\nEstablishment Time\n\n1990\n\nEnterprise Size\n\n11-50\n\nWebsite\n\nwww.transmatic.com.tw\n\nCertificates\nTRANSMATIC EXPRESS LIMITEDTaiwan-China , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
1UP CARGO,Sydney - Australia,Sydney,Australia,"['FCL', 'LCL', 'Hazardous Cargo', 'Air Freight', 'FBA']",https://www.jctrans.com/en/store/home/9db81d900ef753ab1a88ec197b79f99f,11-Year,['VIP Level 1'],,True,2025-08-06T07:21:58.644354,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.1upcargo.com,['https://www.1upcargo.com'],"1UP CARGO

Member ID 777722
11-Year
Subscribe

JC Elite
27-Feb-2030 
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Branches
Service Scope
Total Likes
1
Company Profile
1UP CARGO is a Family Owned and Operated Freight Forwarding and Customs Brokerage with its own offices across Australia and CanadaWe take ownership of the international Supply Chain to ensure that your clients get the best in class service that they demand, and we believe this keeps them coming back to engage with you, time after time. We pride ourselves on staying on the cutting edge of innovations in the International transport industry and remain agile enough to adapt to these changes as the opportunities present themselves. We believe in engaging all Stakeholders within the International supply chain, which include nurturing our relationships with Tier 1 Carrier contacts. These relationships ensure that we remain competitive whilst also being able to back-up our service commitment to our agents and clientsWe have a good mix of industry veterans and youth staff that can understand and relate to your clients’ needs, before they even know what they are","['1UP CARGO\n\nMember ID 777722\n11-Year\nSubscribe\n\nJC Elite\n27-Feb-2030 \nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nBranches\nService Scope\nTotal Likes\n1\nCompany Profile\n1UP CARGO is a Family Owned and Operated Freight Forwarding and Customs Brokerage with its own offices across Australia and CanadaWe take ownership of the international Supply Chain to ensure that your clients get the best in class service that they demand, and we believe this keeps them coming back to engage with you, time after time. We pride ourselves on staying on the cutting edge of innovations in the International transport industry and remain agile enough to adapt to these changes as the opportunities present themselves. We believe in engaging all Stakeholders within the International supply chain, which include nurturing our relationships with Tier 1 Carrier contacts. These relationships ensure that we remain competitive whilst also being able to back-up our service commitment to our agents and clientsWe have a good mix of industry veterans and youth staff that can understand and relate to your clients’ needs, before they even know what they are', '1\tGeneral Freight Forwarding Export & Import Services 2\tCustoms and AQIS Brokerage 3\tTime Critical and Dangerous Goods Transport 4\tFBA and E-Commerce Fulfilments 5\tProject & OOG Cargo 6\tFood and Beverages Cargo 7\tPO Management8\t24/7 contact through email, whatsapp, wechat and skype and landlines\n\nBasic Information\n\nLocation\n\nSydney, Australia\n\nAddress\n\nLevel 4, 29 Kiora Road, Miranda, NSW 2228\n\nEstablishment Time\n\n2017\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww', '1upcargo.com\n\nCertificates\n1UP CARGOAustralia , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
1UP CARGO INC.,Toronto - Canada,Toronto,Canada,"['FBA', 'Truck', 'FCL', 'Customs Clearance', 'Air Freight']",https://www.jctrans.com/en/store/home/e34e5663e809a33c73c87555f96f4860,11-Year,['VIP Level 1'],1UP CARGO,True,2025-08-06T07:21:58.716237,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.1upcargo.com,['https://www.1upcargo.com'],"1UP CARGO INC.

Member ID 788887
11-Year
Subscribe

1UP CARGO

JC Elite
27-Feb-2030 
Orders:5 US $5,000+
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Branches
Service Scope
Total Likes
4
Company Profile
1UP CARGO is a family owned and operated freight forwarding and Customs brokerage with its own 10 offices across Australia ,Canada","['1UP CARGO INC.\n\nMember ID 788887\n11-Year\nSubscribe\n\n1UP CARGO\n\nJC Elite\n27-Feb-2030 \nOrders:5 US $5,000+\nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nBranches\nService Scope\nTotal Likes\n4\nCompany Profile\n1UP CARGO is a family owned and operated freight forwarding and Customs brokerage with its own 10 offices across Australia ,Canada', '1UP CARGO, we take ownership of the international supply chain to ensure that your clients get the best service they demand, and keeps them coming back to engage with you, time after time. We pride ourselves on staying on the cutting edge of innovations in the transport industry and remain agile enough to adapt to these changes as the opportunities present themselves.\n\nBasic Information\n\nLocation\n\nToronto, Canada\n\nAddress\n\n1UP CARGO INC,20 Bay Street,11th Floor,TorontoON, M5J 2N8\n\nEstablishment Time\n\n2018\n\nEnterprise Size\n\n11-50\n\nWebsite\n\nwww.1upcargo.com\n\nCertificates\n\nCompany Picture\n\n1UP CARGO INC.Canada , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
KINGSCOTE ROJAY LIMITED(KRL),London - United Kingdom,London,United Kingdom,"['FCL', 'LCL', 'Air Freight', 'Warehousing', 'Customs Clearance']",https://www.jctrans.com/en/store/home/f284b27b745410a9dc73af382525a8f1,11-Year,['VIP Level 1'],,True,2025-08-06T07:21:58.806651,1,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=1",,,21020202000645,"['21020202000645', '2022004632']",https://www.kr-l.com,['https://www.kr-l.com'],"717777
11-Year
Subscribe

JC Elite
21-Mar-2029 
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Branches
Service Scope
Total Likes
4
Company Profile
KRL are an established freight forwarder with over 25 years of standing. We have 11 regional offices servicing all areas of the uk in airfreight, seafreight, rail, warehousing, 3PL, domestic and also have our own packing / case making divisions","['717777\n11-Year\nSubscribe\n\nJC Elite\n21-Mar-2029 \nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nBranches\nService Scope\nTotal Likes\n4\nCompany Profile\nKRL are an established freight forwarder with over 25 years of standing. We have 11 regional offices servicing all areas of the uk in airfreight, seafreight, rail, warehousing, 3PL, domestic and also have our own packing / case making divisions', '3 Eastern Road Aldershot\n\nEstablishment Time\n\n1993\n\nEnterprise Size\n\n101-500\n\nWebsite\n\nwww', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
